TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Church Creek,Olympic Peninsula,6.4,roundtrip,2300,3200,3,5,47.4240136,-123.5196347,2/21/21,53,https://www.wta.org/go-hiking/hikes/church-creek
Church Lake,North Cascades,,,,,4,3,48.95672484,-121.8525749,7/25/20,7,https://www.wta.org/go-hiking/hikes/church-lake
Church Mountain,North Cascades,8.5,roundtrip,3750,6100,4.32,28,48.9123,-121.8578,1/18/21,273,https://www.wta.org/go-hiking/hikes/church-mountain
Chybinski Loop,Issaquah Alps,7.7,roundtrip,2100,1800,3.5,6,47.50657335,-122.0866515,3/14/21,108,https://www.wta.org/go-hiking/hikes/chybinski-loop
Cinnamon Trail,South Cascades,8.6,one-way,2900,4000,3,1,46.142931,-122.324099,1/20/21,5,https://www.wta.org/go-hiking/hikes/cinnamon-trail
Circle Peak,North Cascades,16,roundtrip,2800,5983,1.8,5,48.31379788,-120.1634789,8/28/20,32,https://www.wta.org/go-hiking/hikes/circle-peak
Cispus Braille Trail,South Cascades,0.6,roundtrip,80,1388,2.75,4,46.43871667,-121.8526,1/18/21,7,https://www.wta.org/go-hiking/hikes/cispus-braille
Cispus Lookout,South Cascades,,,,,2.67,6,46.46844828,-121.7048821,7/4/19,8,https://www.wta.org/go-hiking/hikes/cispus-lookout
Cispus Pass,South Cascades,12.8,roundtrip,,6400,0,0,46.4231,-121.4735,8/22/20,22,https://www.wta.org/go-hiking/hikes/cispus-pass
City Hall to Pike Place,Puget Sound and Islands,2.5,roundtrip,,,3,2,47.6095225,-122.3415311,1/11/18,5,https://www.wta.org/go-hiking/hikes/city-hall-to-pike-place
Clackamas Mountain,Eastern Washington,10,roundtrip,,,4.33,3,48.680512,-118.9068532,7/17/20,7,https://www.wta.org/go-hiking/hikes/clackamas-mountain-trail
Clallam Bay Spit,Olympic Peninsula,,,,,2.75,4,,,11/26/16,1,https://www.wta.org/go-hiking/hikes/clallam-bay-spit
Clara and Marion Lakes,Central Washington,3.2,roundtrip,900,5475,3.93,15,47.2942,-120.3987167,11/26/20,103,https://www.wta.org/go-hiking/hikes/marion-and-clara-lakes
Clark Lake Park,Puget Sound and Islands,1.5,trails,,,0,0,47.38676453,-122.1740198,2/27/21,1,https://www.wta.org/go-hiking/hikes/clark-lake-park
Clark Mountain,Snoqualmie Region,,,,,3.25,4,,,7/1/17,2,https://www.wta.org/go-hiking/hikes/clark-mountain
Clark Peak,North Cascades,6.5,roundtrip,1570,7891,0,0,48.663,-119.964833,8/26/17,1,https://www.wta.org/go-hiking/hikes/clark-peak
Clark Ridge,Eastern Washington,,,,,1.5,4,,,,0,https://www.wta.org/go-hiking/hikes/clark-ridge
Clay Pit Road,Issaquah Alps,3,roundtrip,,,2.75,4,47.5301166,-122.1029636,2/13/21,70,https://www.wta.org/go-hiking/hikes/clay-pit-road
Clayton Beach,Puget Sound and Islands,,,,,3.33,3,48.6384105,-122.4795341,3/11/21,21,https://www.wta.org/go-hiking/hikes/clayton-beach
Cle Elum Ridge,Snoqualmie Region,,,,,3.33,3,47.11391,-120.902531,2/7/21,15,https://www.wta.org/go-hiking/hikes/cle-elum-ridge
Clear Creek Trail,Olympic Peninsula,2.8,roundtrip,35,58,0,0,47.6681115,-122.6815788,9/1/20,12,https://www.wta.org/go-hiking/hikes/clear-creek-trail
Clear Fork Trail,South Cascades,9.6,roundtrip,1200,4800,3,1,46.6555,-121.4862,9/12/19,17,https://www.wta.org/go-hiking/hikes/clear-fork
Clear Lake Interpretive Trail,South Cascades,0.5,roundtrip,,,0,0,46.62757266,-121.2902427,8/23/19,1,https://www.wta.org/go-hiking/hikes/clear-lake-interpretive-trail
Clear Lost Trail to Lost Lake Lookout,South Cascades,14,one-way,3897,6316,2.57,7,46.62571667,-121.4458833,8/8/20,21,https://www.wta.org/go-hiking/hikes/clear-lost-trail-to-lost-lake-lookout
Clear West Peak,Mount Rainier Area,2,roundtrip,900,5400,2.25,4,47.0241,-121.7339333,3/15/20,10,https://www.wta.org/go-hiking/hikes/clearwest-peak
Clearwater,South Cascades,,,,,1.8,5,,,7/29/08,3,https://www.wta.org/go-hiking/hikes/clearwater
Cleman Mountain - Waterworks Canyon Loop,Central Washington,6,roundtrip,2000,3582,2.5,6,46.748618,-120.79822,3/28/21,69,https://www.wta.org/go-hiking/hikes/cleman-mountain
Cleveland Mountain,Central Cascades,12,roundtrip,,5280,1,1,47.6936746,-121.4266504,7/29/17,4,https://www.wta.org/go-hiking/hikes/cleveland-mountain
Cloudy Pass to Holden,Central Cascades,,,,,4,4,,,9/5/19,16,https://www.wta.org/go-hiking/hikes/cloudy-pass-to-holden
Coal Creek Falls,Issaquah Alps,2.5,roundtrip,416,1066,3.33,49,47.53483333,-122.1288,3/22/21,340,https://www.wta.org/go-hiking/hikes/coal-creek-falls
Coal Creek Snowshoe,North Cascades,6,roundtrip,900,2400,1.5,2,48.07308969,-121.522522,1/5/17,6,https://www.wta.org/go-hiking/hikes/coal-creek-snowshoe
Coal Creek Trail,Issaquah Alps,6,roundtrip,550,600,3.28,25,47.5541912,-122.1665777,2/13/21,214,https://www.wta.org/go-hiking/hikes/coal-creek
Coal Lake,North Cascades,0.6,roundtrip,44,3420,3.5,6,48.11418,-121.51824,8/16/20,37,https://www.wta.org/go-hiking/hikes/coal-lake
Coal Mine,Issaquah Alps,0.2,roundtrip,,,3.25,4,47.51190004,-122.0562682,1/14/21,22,https://www.wta.org/go-hiking/hikes/coal-mine
Coal Mines Trail,Snoqualmie Region,4.7,one-way,453,2375,0,0,47.19613479,-120.9442838,3/25/21,31,https://www.wta.org/go-hiking/hikes/coal-mines-trail-cle-elum
Coal Pass Snowshoe,North Cascades,10,roundtrip,2400,4500,2.5,2,48.83805458,-121.9044169,3/14/20,5,https://www.wta.org/go-hiking/hikes/coal-pass
Coast Trail: Mount Maguire Loop,Puget Sound and Islands,10.2,roundtrip,2600,879,0,0,48.3534,-123.702,,0,https://www.wta.org/go-hiking/hikes/coast-trail-mount-maguire-loop
Cochrane Memorial Park,Olympic Peninsula,,,,,0,0,46.937413,-122.610183,5/4/17,2,https://www.wta.org/go-hiking/hikes/cochrane-memorial-park
Coho Preserve,Puget Sound and Islands,0.75,roundtrip,,,0,0,48.62294547,-122.8330386,6/24/18,1,https://www.wta.org/go-hiking/hikes/coho-preserve
Colchuck Glacier,Central Cascades,,,,,0,0,,,6/27/20,15,https://www.wta.org/go-hiking/hikes/colchuck-glacier
Colchuck Lake,Central Cascades,8,roundtrip,2280,5580,4.35,88,47.5277,-120.8209833,3/27/21,1123,https://www.wta.org/go-hiking/hikes/colchuck-lake
Colchuck Peak,Central Cascades,,,,,0,0,,,6/27/20,25,https://www.wta.org/go-hiking/hikes/colchuck-peak
Cold Creek Loop via Tinkham and Silver Peaks,Snoqualmie Region,8,roundtrip,2600,4500,3.62,8,47.366011,-121.4199016,1/22/21,126,https://www.wta.org/go-hiking/hikes/cold-creek
Cold Lake,South Cascades,,,,,4,1,,,9/1/12,2,https://www.wta.org/go-hiking/hikes/cold-lake
Cold Springs,South Cascades,,,,,3.8,5,46.0847254,-121.5023346,8/8/20,3,https://www.wta.org/go-hiking/hikes/cold-springs
Coldwater Peak,South Cascades,12,roundtrip,2000,5727,4.17,6,46.27671222,-122.2168174,12/2/20,63,https://www.wta.org/go-hiking/hikes/coldwater-peak
Coleman Glacier Snowshoe,North Cascades,9,roundtrip,4500,6000,3.5,2,,,,0,https://www.wta.org/go-hiking/hikes/coleman-glacier-snowshoe
Coleman Pinnacle,North Cascades,,,,,0,0,,,9/29/19,7,https://www.wta.org/go-hiking/hikes/coleman-pinnacle
Coleman Ridge,North Cascades,27.2,roundtrip,3400,7400,3,5,,,7/27/19,14,https://www.wta.org/go-hiking/hikes/coleman-ridge
Coleman Weedpatch,South Cascades,9,trails,1900,5712,2.6,5,46.42293333,-121.5009833,7/7/20,17,https://www.wta.org/go-hiking/hikes/coleman-weedpatch
Colfax Trail,Eastern Washington,6.2,roundtrip,260,,4,1,46.890641,-117.383687,12/20/20,7,https://www.wta.org/go-hiking/hikes/colfax-trail-palouse-river
Colockum Pass Road,Eastern Washington,,,,,1.75,4,,,6/1/14,5,https://www.wta.org/go-hiking/hikes/colockum-pass-road
Colockum Wildlife Recreation Area,Eastern Washington,,,,,2.75,4,,,4/10/04,1,https://www.wta.org/go-hiking/hikes/colockum-wildlife-recreation-area
Colonel Bob Trail - Colonel Bob Peak,Olympic Peninsula,14,roundtrip,4292,4492,4,1,47.49740111,-123.7932158,12/5/20,47,https://www.wta.org/go-hiking/hikes/colonel-bob-trail-colonel-bob-peak
Colonial Peak,North Cascades,,,,,0,0,48.70968257,-121.145103,7/29/20,4,https://www.wta.org/go-hiking/hikes/colonial-peak
Colquhoun Peak,Mount Rainier Area,1.2,roundtrip,630,5173,2,1,47.132167,-121.4598,9/2/19,13,https://www.wta.org/go-hiking/hikes/colquhon-peak
Columbia Breaks Fire Interpretive Trail,North Cascades,0.5,roundtrip,,,3,1,47.694587,-120.209132,8/20/19,5,https://www.wta.org/go-hiking/hikes/columbia-breaks-fire-interprative-trail
Columbia Glacier,Central Cascades,,,,,1.5,2,,,7/13/19,2,https://www.wta.org/go-hiking/hikes/columbia-glacier
Columbia Hills State Park - Crawford Oaks,Southwest Washington,4,roundtrip,,,0,0,45.6568016,-121.0866116,12/12/20,58,https://www.wta.org/go-hiking/hikes/columbia-hills-state-park-crawford-oaks
Columbia Hills State Park - Horsethief Butte,Southwest Washington,1.2,roundtrip,200,498,3.8,5,45.6507175,-121.0991514,3/7/21,56,https://www.wta.org/go-hiking/hikes/columbia-hills-state-park
Columbia Hills State Park - Stacker Butte,Southwest Washington,5,roundtrip,1150,3200,3,1,45.694867,-121.092517,3/20/21,16,https://www.wta.org/go-hiking/hikes/stacker-butte
Columbia Mountain,Eastern Washington,5.4,roundtrip,3348,6565,0,0,48.65928538,-118.8587826,10/4/20,19,https://www.wta.org/go-hiking/hikes/columbia-mountain
Columbia Mountain Snowshoe,Eastern Washington,7.5,roundtrip,1400,,3.4,5,48.6073431,-118.4786315,1/24/13,4,https://www.wta.org/go-hiking/hikes/columbia-mountain-snowshoe
Columbia National Wildlife Refuge  - Crab Creek,Central Washington,2.6,roundtrip,40,870,3.2,5,46.94952218,-119.2557389,2/6/21,29,https://www.wta.org/go-hiking/hikes/crab-creek-wildlife-area
Columbia National Wildlife Refuge - Marsh Lake Unit,Central Washington,,,,,0,0,,,3/20/20,6,https://www.wta.org/go-hiking/hikes/oillar-widgeon-and-hampton-lakes
Columbia National Wildlife Refuge - Rimrock Lake,Central Washington,3,roundtrip,200,1060,3.5,6,46.936783,-119.24445,3/27/21,27,https://www.wta.org/go-hiking/hikes/columbia-national-wildlife-refuge-rimrock-lake
Columbia Plateau Trail - Amber Lake,Eastern Washington,15,roundtrip,200,2300,2.25,4,47.3511886,-117.7106383,4/13/15,3,https://www.wta.org/go-hiking/hikes/columbia-plateau-amber-lake
Columbia Plateau Trail - Fish Lake,Eastern Washington,7.5,roundtrip,200,2277,3.5,2,47.56620732,-117.4933371,7/5/20,9,https://www.wta.org/go-hiking/hikes/columbia-plateau-trail
Columbia Plateau Trail - Snake River,Central Washington,6,roundtrip,150,750,4.2,10,46.39049622,-118.6803997,1/1/21,6,https://www.wta.org/go-hiking/hikes/snake-river-columbia-plateau-trail
Columbia River Waterfront Renaissance Trail,Southwest Washington,,,,,0,0,45.62457301,-122.6630831,8/14/20,4,https://www.wta.org/go-hiking/hikes/columbia-river-waterfront-renaissance-trail
Columbia Springs,Southwest Washington,0.3,roundtrip,10,20,4,2,45.59935337,-122.5454682,3/17/19,2,https://www.wta.org/go-hiking/hikes/columbia-springs
Colville Mountain Loop Trail,Eastern Washington,4,trails,900,2900,0,0,,,5/18/17,1,https://www.wta.org/go-hiking/hikes/colville-mountain-loop-trail
Comet Falls,Mount Rainier Area,3.8,roundtrip,1250,4875,4.21,39,46.77903333,-121.7823,1/18/21,310,https://www.wta.org/go-hiking/hikes/comet-falls
Commonwealth Basin,Snoqualmie Region,10,roundtrip,2700,5350,3.6,10,47.4287,-121.4134333,2/4/21,218,https://www.wta.org/go-hiking/hikes/commonwealth-basin
Commonwealth Basin Snowshoe,Snoqualmie Region,10,roundtrip,2300,5300,3.71,7,47.4282289,-121.412428,3/20/21,135,https://www.wta.org/go-hiking/hikes/commonwealth-basin-snowshoe
Company Creek,Central Cascades,11,one-way,5400,6600,2.75,4,48.35222796,-120.7294035,7/24/20,5,https://www.wta.org/go-hiking/hikes/company-creek
Conboy Lake National Wildlife Refuge,South Cascades,2,roundtrip,,1875,3,1,45.97312088,-121.3419342,2/26/21,10,https://www.wta.org/go-hiking/hikes/conboy-lake-national-wildlife-refuge
Concord Tower,North Cascades,,,,7560,0,0,48.51456,-120.65799,8/18/19,3,https://www.wta.org/go-hiking/hikes/concord-tower
Connector Trail,Issaquah Alps,0.2,one-way,,,0,0,,,3/8/21,4,https://www.wta.org/go-hiking/hikes/connector-trail
Conrad Glacier,South Cascades,,,,,3.25,4,,,7/1/18,2,https://www.wta.org/go-hiking/hikes/conrad-glacier
Constance Pass,Olympic Peninsula,7.8,roundtrip,3668,5850,4.4,5,47.7417964,-123.0530342,9/9/20,44,https://www.wta.org/go-hiking/hikes/constance-pass
Cool Creek,Central Cascades,,,,,3,4,,,7/26/06,1,https://www.wta.org/go-hiking/hikes/cool-creek
Cooney Lake,North Cascades,17.6,roundtrip,2850,7260,2.8,5,48.22177223,-120.2668674,10/4/20,55,https://www.wta.org/go-hiking/hikes/cooney-lake
Cooney Peak,North Cascades,,,,8321,0,0,48.17524,-120.35728,7/22/20,3,https://www.wta.org/go-hiking/hikes/cooney-peak
Cooper Lake Snowshoe,Snoqualmie Region,10,roundtrip,500,,0,0,,,1/30/21,4,https://www.wta.org/go-hiking/hikes/cooper-lake-snowshoe
Cooper River,Snoqualmie Region,7.8,roundtrip,400,2800,3.36,11,47.40933758,-121.1066698,1/23/21,133,https://www.wta.org/go-hiking/hikes/cooper-river
Cooper River Snowshoe,Snoqualmie Region,8,roundtrip,400,2900,2.67,3,47.4041674,-121.0989234,1/30/21,29,https://www.wta.org/go-hiking/hikes/cooper-river-snowshoe
Copper City Ghost Town,Mount Rainier Area,0.5,roundtrip,27,4076,0,0,46.86890614,-121.2932809,6/25/20,7,https://www.wta.org/go-hiking/hikes/copper-city-ghost-town
Copper Creek,Central Cascades,4.2,roundtrip,2300,5600,3.5,4,48.19883444,-120.7732522,10/17/18,5,https://www.wta.org/go-hiking/hikes/copper-creek
Copper Creek,Olympic Peninsula,5,roundtrip,2400,3200,3.61,23,47.50259089,-123.3242798,2/27/21,115,https://www.wta.org/go-hiking/hikes/copper-creek-2
Copper Creek Hut Snowshoe,Mount Rainier Area,8.8,roundtrip,1040,4200,3.75,4,46.77844402,-122.0233011,3/20/21,82,https://www.wta.org/go-hiking/hikes/copper-creek-hut-snowshoe
Copper Glance Lake,North Cascades,6.8,roundtrip,2560,6260,4.29,7,48.74108333,-120.2922833,10/17/20,40,https://www.wta.org/go-hiking/hikes/copper-glance-lake
Copper Lake,North Cascades,,,,,3.2,5,,,9/5/20,26,https://www.wta.org/go-hiking/hikes/copper-lake
Copper Mountain,Olympic Peninsula,5,roundtrip,4400,,0,0,,,10/3/20,7,https://www.wta.org/go-hiking/hikes/copper-mountain-1
Copper Mountain,Mount Rainier Area,,,3868,6280,0,0,46.7973304,-121.8275986,7/16/20,4,https://www.wta.org/go-hiking/hikes/copper-mountain-2
Copper Pass via Copper Creek,North Cascades,9.8,roundtrip,2710,6720,0,0,48.5075,-120.7312,10/4/20,24,https://www.wta.org/go-hiking/hikes/copper-pass-via-copper-creek
Copper Pass via Twisp River,North Cascades,10.6,roundtrip,3100,6720,3,6,48.45856667,-120.56755,9/28/16,12,https://www.wta.org/go-hiking/hikes/copper-pass-via-twisp-river
Copper Peak,Central Cascades,11,one-way,5700,8964,0,0,48.174696,-120.804001,10/4/14,1,https://www.wta.org/go-hiking/hikes/copper-peak
Copper Point,North Cascades,,,,7840,2.67,3,,,10/5/17,3,https://www.wta.org/go-hiking/hikes/copper-point
Copper Ridge,North Cascades,,,,,3.67,6,48.92701087,-121.6790771,10/3/20,33,https://www.wta.org/go-hiking/hikes/copper-ridge
Copper Ridge Loop,North Cascades,34,roundtrip,8600,6260,4.36,11,48.91016567,-121.5917273,9/30/20,62,https://www.wta.org/go-hiking/hikes/copper-ridge-loop
Cora Lake,Mount Rainier Area,6,roundtrip,400,3800,4.11,9,46.6779,-121.8946,12/30/20,52,https://www.wta.org/go-hiking/hikes/cora-lake
Corax Peak,North Cascades,,,,,0,0,,,8/13/11,1,https://www.wta.org/go-hiking/hikes/corax-peak
Cornell Butte,Eastern Washington,3.25,roundtrip,600,5088,0,0,48.5417626,-118.8926678,5/5/19,1,https://www.wta.org/go-hiking/hikes/cornell-butte
Corral Creek,Snoqualmie Region,,,,,3,3,,,8/19/08,2,https://www.wta.org/go-hiking/hikes/corral-creek
Corral Lake,North Cascades,,,,,4,4,,,8/8/20,4,https://www.wta.org/go-hiking/hikes/corral-lake
Corral Pass Snowshoe,Mount Rainier Area,11.5,roundtrip,2800,5700,0,0,46.99945594,-121.5283585,2/20/21,9,https://www.wta.org/go-hiking/hikes/corral-pass-snowshoe
Cortright Creek,South Cascades,,,,,3,4,46.69573333,-121.4807667,6/4/18,1,https://www.wta.org/go-hiking/hikes/cortright-creek
Cottonwood Canyon State Park,Southwest Washington,4.3,one-way,50,,0,0,,,2/27/21,2,https://www.wta.org/go-hiking/hikes/cottonwood-canyon-state-park
Cougar Divide,North Cascades,6,roundtrip,1300,5800,2.86,7,48.8616363,-121.7859335,11/8/20,26,https://www.wta.org/go-hiking/hikes/cougar-divide
Cougar Lakes,Mount Rainier Area,12,roundtrip,1700,5400,2.57,7,46.8306,-121.3770667,8/28/20,40,https://www.wta.org/go-hiking/hikes/cougar-lake
Cougar Mountain (Entiat),Central Cascades,10,roundtrip,1200,6700,2.83,6,47.844,-120.6025333,6/21/20,9,https://www.wta.org/go-hiking/hikes/cougar-mountain
Cougar Pass,Issaquah Alps,,,,,2,4,,,2/13/21,61,https://www.wta.org/go-hiking/hikes/cougar-pass
Cougar Ridge,Central Cascades,,,,,3.25,4,,,6/21/20,1,https://www.wta.org/go-hiking/hikes/cougar-ridge
Cougar Trails,Southwest Washington,6,trails,308,240,5,1,45.7320681,-122.6324023,2/13/21,9,https://www.wta.org/go-hiking/hikes/cougar-trails-loop
Cougar Valley,Mount Rainier Area,,,,,2.4,5,,,10/6/19,4,https://www.wta.org/go-hiking/hikes/cougar-valley
Council Bluff,South Cascades,3.2,roundtrip,950,5180,2.83,6,46.26299021,-121.6318595,7/27/20,17,https://www.wta.org/go-hiking/hikes/council-bluff
County Line,Snoqualmie Region,10,roundtrip,1875,5700,3.2,5,47.35927071,-120.6919277,9/20/20,119,https://www.wta.org/go-hiking/hikes/county-line
Courtney Peak,North Cascades,,,,8392,4,1,48.2604187,-120.4431484,9/5/20,9,https://www.wta.org/go-hiking/hikes/courtney-peak
Cow Canyon,South Cascades,,,,,5,3,,,,0,https://www.wta.org/go-hiking/hikes/cow-canyon
Cow Creek Meadows,Central Cascades,,,,,4,5,,,10/24/19,11,https://www.wta.org/go-hiking/hikes/cow-creek-meadows
Cow Heaven,North Cascades,9.6,roundtrip,4040,4460,3.71,7,48.54163333,-121.4478833,1/10/21,62,https://www.wta.org/go-hiking/hikes/cow-heaven
Cowboy Mountain,Central Cascades,,,,5853,2.67,3,,,5/19/19,2,https://www.wta.org/go-hiking/hikes/cowboy-mtn-5853
Cowen and Ravenna Parks,Puget Sound and Islands,4.5,roundtrip,115,200,2.67,3,47.67203433,-122.314353,11/14/20,19,https://www.wta.org/go-hiking/hikes/cowen-and-ravenna-parks
Cowiche Canyon,Central Washington,6,roundtrip,100,1500,3.57,14,46.6298801,-120.662945,3/26/21,284,https://www.wta.org/go-hiking/hikes/cowiche-canyon
Cowiche Mountain,Central Washington,7,roundtrip,1140,2970,0,0,46.65978611,-120.7569981,2/6/21,23,https://www.wta.org/go-hiking/hikes/cowiche-mountain
Cowlitz Trail,South Cascades,8.6,roundtrip,,6340,3.75,4,46.704195,-121.480653,7/27/20,22,https://www.wta.org/go-hiking/hikes/cowlitz-trail
Cox Valley,Olympic Peninsula,,,,,2.5,4,47.91852794,-123.3896828,7/21/19,2,https://www.wta.org/go-hiking/hikes/cox-valley
Coyote,Issaquah Alps,,,,,4.25,4,,,12/9/20,30,https://www.wta.org/go-hiking/hikes/coyote
Coyote Creek,Issaquah Alps,,,,,5,1,,,1/13/21,31,https://www.wta.org/go-hiking/hikes/coyote-creek
Coyote Trail,South Cascades,6.8,one-way,1480,6600,2.5,2,46.60890817,-121.6272837,8/19/20,25,https://www.wta.org/go-hiking/hikes/coyote-trail-79
Coyote Wall,Southwest Washington,,,,,2.75,4,45.69996154,-121.4033867,12/12/20,24,https://www.wta.org/go-hiking/hikes/coyote-wall
Coyote Wall - Moab/Maui Loop,Southwest Washington,3.8,roundtrip,850,900,4,2,45.6993461,-121.4148305,2/8/21,30,https://www.wta.org/go-hiking/hikes/maui-falls-co5
Coyote Wall - The Labyrinth Loop,Southwest Washington,7.7,roundtrip,1200,1250,4.2,5,45.6996719,-121.4034048,3/6/21,53,https://www.wta.org/go-hiking/hikes/catherine-creek-the-labyrinth
Craft Island,Puget Sound and Islands,2,roundtrip,50,80,0,0,48.35559313,-122.4597931,3/8/21,20,https://www.wta.org/go-hiking/hikes/craft-island
Craggy Peak,South Cascades,11,roundtrip,1800,5275,3.17,6,46.21335,-121.9163333,8/25/15,3,https://www.wta.org/go-hiking/hikes/craggy-peak
Craig Mountain Wildlife Area - Wapshilla Ridge,Eastern Washington,9,roundtrip,2000,4900,0,0,46.02243,-116.836474,5/30/20,1,https://www.wta.org/go-hiking/hikes/wapshilla-ridge-craig-mountain-wildlife-area
Cramer Lake,South Cascades,3.4,one-way,950,5067,3,7,46.65464291,-121.3601089,8/29/20,49,https://www.wta.org/go-hiking/hikes/cramer-lake
Cramer Lake Snowshoe,South Cascades,7,roundtrip,840,5080,4,2,46.65485647,-121.3615894,2/20/20,5,https://www.wta.org/go-hiking/hikes/cramer-lake-snowshoe
Cramer Mountain Loop,South Cascades,14,roundtrip,1800,6000,3,5,46.64473333,-121.3822667,6/28/20,10,https://www.wta.org/go-hiking/hikes/cramer-mountain-loop
Crater Lake,Central Cascades,2,roundtrip,550,3500,3.83,6,47.69959579,-121.5335083,8/1/19,24,https://www.wta.org/go-hiking/hikes/crater-lake
Crater Lakes,North Cascades,8.6,roundtrip,2220,6980,3.77,13,48.220383,-120.26785,10/11/20,55,https://www.wta.org/go-hiking/hikes/crater-lakes
Crater Mountain,North Cascades,,,,,2.8,5,48.70793385,-120.9770934,10/3/20,33,https://www.wta.org/go-hiking/hikes/crater-mountain
